,Sex_female,Age,Pclass2_1ra,Pclass2_2da,Family,Family2_couple,Family2_family,Fare2,Cabin2,Embarked2_C,Embarked2_Q,Embarked2_X
23,0.0,28.0,1.0,0.0,0.0,0.0,0.0,3.597312260588446,1.0,0.0,0.0,0.0
24,1.0,8.0,0.0,0.0,4.0,0.0,1.0,3.0944457464900235,0.0,0.0,0.0,0.0
25,1.0,38.0,0.0,0.0,6.0,0.0,1.0,3.4777725458882283,0.0,0.0,0.0,0.0
26,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.1071782966514356,0.0,1.0,0.0,0.0
27,0.0,19.0,1.0,0.0,5.0,0.0,1.0,5.575949103146316,1.0,0.0,0.0,0.0
28,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1837114628556327,0.0,0.0,1.0,0.0
29,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
30,0.0,40.0,1.0,0.0,0.0,0.0,0.0,3.357621598945279,0.0,1.0,0.0,0.0
31,1.0,35.0,1.0,0.0,1.0,1.0,0.0,4.993969182787072,1.0,1.0,0.0,0.0
32,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
33,0.0,66.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
34,0.0,28.0,1.0,0.0,1.0,1.0,0.0,4.420896324687287,0.0,1.0,0.0,0.0
35,0.0,42.0,1.0,0.0,1.0,1.0,0.0,3.970291913552122,0.0,0.0,0.0,0.0
36,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.1076888046179385,0.0,1.0,0.0,0.0
37,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
38,1.0,18.0,0.0,0.0,2.0,0.0,1.0,2.9444389791664403,0.0,0.0,0.0,0.0
39,1.0,14.0,0.0,0.0,1.0,1.0,0.0,2.5048481563289,0.0,1.0,0.0,0.0
40,1.0,40.0,0.0,0.0,1.0,1.0,0.0,2.348991465808201,0.0,0.0,0.0,0.0
41,1.0,27.0,0.0,1.0,1.0,1.0,0.0,3.091042453358316,0.0,0.0,0.0,0.0
42,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,1.0,0.0,0.0
43,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.751365871125377,0.0,1.0,0.0,0.0
44,1.0,19.0,0.0,0.0,0.0,0.0,0.0,2.1837114628556327,0.0,0.0,1.0,0.0
45,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
46,0.0,25.5,0.0,0.0,1.0,1.0,0.0,2.803360380906535,0.0,0.0,1.0,0.0
47,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
48,0.0,24.0,0.0,0.0,2.0,0.0,1.0,3.121448204868825,0.0,1.0,0.0,0.0
49,1.0,18.0,0.0,0.0,1.0,1.0,0.0,2.933856869835904,0.0,0.0,0.0,0.0
50,0.0,7.0,0.0,0.0,5.0,0.0,1.0,3.705920919968788,0.0,0.0,0.0,0.0
51,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.174751721484161,0.0,0.0,0.0,0.0
52,1.0,49.0,1.0,0.0,1.0,1.0,0.0,4.353230991152628,1.0,1.0,0.0,0.0
53,1.0,29.0,0.0,1.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
54,0.0,65.0,1.0,0.0,1.0,1.0,0.0,4.142804513146981,1.0,1.0,0.0,0.0
55,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.597312260588446,1.0,0.0,0.0,0.0
56,1.0,21.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
57,0.0,28.5,0.0,0.0,0.0,0.0,0.0,2.1076888046179385,0.0,1.0,0.0,0.0
58,1.0,5.0,0.0,1.0,3.0,0.0,1.0,3.3586377672433594,0.0,0.0,0.0,0.0
59,0.0,11.0,0.0,0.0,7.0,0.0,1.0,3.8691155044168695,0.0,0.0,0.0,0.0
60,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1076888046179385,0.0,1.0,0.0,0.0
61,1.0,38.0,1.0,0.0,0.0,0.0,0.0,4.394449154672439,1.0,0.0,0.0,1.0
62,0.0,45.0,1.0,0.0,1.0,1.0,0.0,4.436455632600354,1.0,0.0,0.0,0.0
63,0.0,4.0,0.0,0.0,5.0,0.0,1.0,3.3638415951183864,0.0,0.0,0.0,0.0
64,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.357621598945279,0.0,1.0,0.0,0.0
65,0.0,24.0,0.0,0.0,2.0,0.0,1.0,2.7878344138303452,0.0,1.0,0.0,0.0
66,1.0,29.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,1.0,0.0,0.0,0.0
67,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.2146605719425225,0.0,0.0,0.0,0.0
68,1.0,17.0,0.0,0.0,6.0,0.0,1.0,2.188856327665703,0.0,0.0,0.0,0.0
69,0.0,26.0,0.0,0.0,2.0,0.0,1.0,2.2682524139135403,0.0,0.0,0.0,0.0
70,0.0,32.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
71,1.0,16.0,0.0,0.0,7.0,0.0,1.0,3.8691155044168695,0.0,0.0,0.0,0.0
72,0.0,21.0,0.0,1.0,0.0,0.0,0.0,4.310799125385514,0.0,0.0,0.0,0.0
73,0.0,26.0,0.0,0.0,1.0,1.0,0.0,2.737880811060884,0.0,1.0,0.0,0.0
74,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.05171190165724,0.0,0.0,0.0,0.0
75,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.157559320943788,1.0,0.0,0.0,0.0
76,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
77,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
78,0.0,24.0,0.0,1.0,2.0,0.0,1.0,3.4011973816621555,0.0,0.0,0.0,0.0
79,1.0,30.0,0.0,0.0,0.0,0.0,0.0,2.600836116795061,0.0,0.0,0.0,0.0
80,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0
81,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.3513752571634776,0.0,0.0,0.0,0.0
82,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1733302571367834,0.0,0.0,1.0,0.0
83,0.0,28.0,1.0,0.0,0.0,0.0,0.0,3.873282177111715,0.0,0.0,0.0,0.0
84,1.0,17.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
85,1.0,33.0,0.0,0.0,3.0,0.0,1.0,2.8243506567983707,0.0,0.0,0.0,0.0
86,0.0,16.0,0.0,0.0,4.0,0.0,1.0,3.5660053559634015,0.0,0.0,0.0,0.0
87,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
88,1.0,23.0,1.0,0.0,5.0,0.0,1.0,5.575949103146316,1.0,0.0,0.0,0.0
89,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
90,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
91,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.180891922715322,0.0,0.0,0.0,0.0
92,0.0,46.0,1.0,0.0,1.0,1.0,0.0,4.1299529896894684,1.0,0.0,0.0,0.0
93,0.0,26.0,0.0,0.0,3.0,0.0,1.0,3.0715352369694915,0.0,0.0,0.0,0.0
94,0.0,59.0,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
95,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
96,0.0,71.0,1.0,0.0,0.0,0.0,0.0,3.57386695198272,1.0,1.0,0.0,0.0
97,0.0,23.0,1.0,0.0,1.0,1.0,0.0,4.164465907853638,1.0,1.0,0.0,0.0
98,1.0,34.0,0.0,1.0,1.0,1.0,0.0,3.1780538303479458,0.0,0.0,0.0,0.0
99,0.0,34.0,0.0,1.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
100,1.0,28.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
101,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
102,0.0,21.0,1.0,0.0,1.0,1.0,0.0,4.360387947851531,1.0,0.0,0.0,0.0
103,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.267393053825037,0.0,0.0,0.0,0.0
104,0.0,37.0,0.0,0.0,2.0,0.0,1.0,2.188856327665703,0.0,0.0,0.0,0.0
105,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
106,1.0,21.0,0.0,0.0,0.0,0.0,0.0,2.157559320943788,0.0,0.0,0.0,0.0
107,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.1719067693519296,0.0,0.0,0.0,0.0
108,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
109,1.0,18.0,0.0,0.0,1.0,1.0,0.0,3.224857896545748,0.0,0.0,1.0,0.0
110,0.0,47.0,1.0,0.0,0.0,0.0,0.0,3.970291913552122,1.0,0.0,0.0,0.0
111,1.0,14.5,0.0,0.0,1.0,1.0,0.0,2.737880811060884,0.0,1.0,0.0,0.0
112,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
113,1.0,20.0,0.0,0.0,1.0,1.0,0.0,2.3818582738885534,0.0,0.0,0.0,0.0
114,1.0,17.0,0.0,0.0,0.0,0.0,0.0,2.738146075922933,0.0,1.0,0.0,0.0
115,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.188856327665703,0.0,0.0,0.0,0.0
116,0.0,70.5,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
117,0.0,29.0,0.0,1.0,1.0,1.0,0.0,3.091042453358316,0.0,0.0,0.0,0.0
118,0.0,24.0,1.0,0.0,1.0,1.0,0.0,5.515526544247129,1.0,1.0,0.0,0.0
119,1.0,2.0,0.0,0.0,6.0,0.0,1.0,3.4742929367327062,0.0,0.0,0.0,0.0
120,0.0,21.0,0.0,1.0,2.0,0.0,1.0,4.310799125385514,0.0,0.0,0.0,0.0
121,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
122,0.0,32.5,0.0,1.0,1.0,1.0,0.0,3.436268471383741,0.0,1.0,0.0,0.0
123,1.0,32.5,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,1.0,0.0,0.0,0.0
124,0.0,54.0,1.0,0.0,1.0,1.0,0.0,4.360387947851531,1.0,0.0,0.0,0.0
125,0.0,12.0,0.0,0.0,1.0,1.0,0.0,2.5048481563289,0.0,1.0,0.0,0.0
126,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
127,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0969990034181696,0.0,0.0,0.0,0.0
128,1.0,24.0,0.0,0.0,2.0,0.0,1.0,3.1509523813392697,1.0,1.0,0.0,0.0
129,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.076311648670908,0.0,0.0,0.0,0.0
130,0.0,33.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,1.0,0.0,0.0
131,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.085672091430472,0.0,0.0,0.0,0.0
132,1.0,47.0,0.0,0.0,1.0,1.0,0.0,2.740840023925201,0.0,0.0,0.0,0.0
133,1.0,29.0,0.0,1.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
134,0.0,25.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
135,0.0,23.0,0.0,1.0,0.0,0.0,0.0,2.775447133088262,0.0,1.0,0.0,0.0
136,1.0,19.0,1.0,0.0,2.0,0.0,1.0,3.3062747934011893,1.0,0.0,0.0,0.0
137,0.0,37.0,1.0,0.0,1.0,1.0,0.0,3.990834185852436,1.0,0.0,0.0,0.0
138,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.3240236363515288,0.0,0.0,0.0,0.0
139,0.0,24.0,1.0,0.0,0.0,0.0,0.0,4.384523514872469,1.0,1.0,0.0,0.0
140,1.0,24.0,0.0,0.0,2.0,0.0,1.0,2.7878344138303452,0.0,1.0,0.0,0.0
141,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,0.0,0.0
142,1.0,24.0,0.0,0.0,1.0,1.0,0.0,2.8243506567983707,0.0,0.0,0.0,0.0
143,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0476928433652555,0.0,0.0,1.0,0.0
144,0.0,18.0,0.0,1.0,0.0,0.0,0.0,2.5257286443082556,0.0,0.0,0.0,0.0
145,0.0,19.0,0.0,1.0,2.0,0.0,1.0,3.6309854756950335,0.0,0.0,0.0,0.0
146,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2.174274334826008,0.0,0.0,0.0,0.0
147,1.0,9.0,0.0,0.0,4.0,0.0,1.0,3.5660053559634015,0.0,0.0,0.0,0.0
148,0.0,36.5,0.0,1.0,2.0,0.0,1.0,3.295836866004329,1.0,0.0,0.0,0.0
149,0.0,42.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
150,0.0,51.0,0.0,1.0,0.0,0.0,0.0,2.6045398247325453,0.0,0.0,0.0,0.0
151,1.0,22.0,1.0,0.0,1.0,1.0,0.0,4.213607983048918,1.0,0.0,0.0,0.0
152,0.0,55.5,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
153,0.0,40.5,0.0,0.0,2.0,0.0,1.0,2.740840023925201,0.0,0.0,0.0,0.0
154,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.117760405981973,0.0,0.0,0.0,0.0
155,0.0,51.0,1.0,0.0,1.0,1.0,0.0,4.133231886474144,0.0,1.0,0.0,0.0
156,1.0,16.0,0.0,0.0,0.0,0.0,0.0,2.167143305297764,0.0,0.0,1.0,0.0
157,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
158,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.2682524139135403,0.0,0.0,0.0,0.0
159,0.0,10.0,0.0,0.0,10.0,0.0,1.0,4.256321678298823,0.0,0.0,0.0,0.0
160,0.0,44.0,0.0,0.0,1.0,1.0,0.0,2.8390784635086144,0.0,0.0,0.0,0.0
161,1.0,40.0,0.0,1.0,0.0,0.0,0.0,2.8183982582710754,0.0,0.0,0.0,0.0
162,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1719067693519296,0.0,0.0,0.0,0.0
163,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.2682524139135403,0.0,0.0,0.0,0.0
164,0.0,1.0,0.0,0.0,5.0,0.0,1.0,3.705920919968788,0.0,0.0,0.0,0.0
165,0.0,9.0,0.0,0.0,2.0,0.0,1.0,3.0692150503137943,0.0,0.0,0.0,0.0
166,1.0,35.0,1.0,0.0,1.0,1.0,0.0,4.02535169073515,1.0,0.0,0.0,0.0
167,1.0,45.0,0.0,0.0,5.0,0.0,1.0,3.3638415951183864,0.0,0.0,0.0,0.0
168,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.2930552230424524,0.0,0.0,0.0,0.0
169,0.0,28.0,0.0,0.0,0.0,0.0,0.0,4.05171190165724,0.0,0.0,0.0,0.0
170,0.0,61.0,1.0,0.0,0.0,0.0,0.0,3.5409593240373143,1.0,0.0,0.0,0.0
171,0.0,4.0,0.0,0.0,5.0,0.0,1.0,3.405355391810819,0.0,0.0,1.0,0.0
172,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.495953738718064,0.0,0.0,0.0,0.0
173,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.188856327665703,0.0,0.0,0.0,0.0
174,0.0,56.0,1.0,0.0,0.0,0.0,0.0,3.4561841799918147,1.0,1.0,0.0,0.0
175,0.0,18.0,0.0,0.0,2.0,0.0,1.0,2.180891922715322,0.0,0.0,0.0,0.0
176,0.0,8.5,0.0,0.0,4.0,0.0,1.0,3.275887339030031,0.0,0.0,0.0,0.0
177,1.0,50.0,1.0,0.0,0.0,0.0,0.0,3.391567832686312,1.0,1.0,0.0,0.0
178,0.0,30.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
179,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1.0,10.0,0.0,0.0,10.0,0.0,1.0,4.256321678298823,0.0,0.0,0.0,0.0
181,0.0,30.0,0.0,1.0,0.0,0.0,0.0,2.775708849576025,0.0,1.0,0.0,0.0
182,0.0,9.0,0.0,0.0,6.0,0.0,1.0,3.4777725458882283,0.0,0.0,0.0,0.0
183,0.0,1.0,0.0,1.0,3.0,0.0,1.0,3.688879454113936,1.0,0.0,0.0,0.0
184,1.0,4.0,0.0,0.0,2.0,0.0,1.0,3.1365805821413706,0.0,0.0,0.0,0.0
185,0.0,45.25,1.0,0.0,0.0,0.0,0.0,3.9318256327243257,1.0,0.0,0.0,0.0
186,1.0,18.0,0.0,0.0,1.0,1.0,0.0,2.803360380906535,0.0,0.0,1.0,0.0
187,0.0,45.0,1.0,0.0,0.0,0.0,0.0,3.3160025355989236,0.0,0.0,0.0,0.0
188,0.0,40.0,0.0,0.0,2.0,0.0,1.0,2.803360380906535,0.0,0.0,1.0,0.0
189,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
190,1.0,32.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
191,0.0,19.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
192,1.0,19.0,0.0,0.0,1.0,1.0,0.0,2.180891922715322,0.0,0.0,0.0,0.0
193,0.0,3.0,0.0,1.0,2.0,0.0,1.0,3.295836866004329,1.0,0.0,0.0,0.0
194,1.0,44.0,1.0,0.0,0.0,0.0,0.0,3.357621598945279,1.0,1.0,0.0,0.0
195,1.0,58.0,1.0,0.0,0.0,0.0,0.0,4.993969182787072,1.0,1.0,0.0,0.0
196,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
197,0.0,42.0,0.0,0.0,1.0,1.0,0.0,2.2411563979973974,0.0,0.0,0.0,0.0
198,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
199,1.0,24.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
200,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.3513752571634776,0.0,0.0,0.0,0.0
201,0.0,10.0,0.0,0.0,10.0,0.0,1.0,4.256321678298823,0.0,0.0,0.0,0.0
202,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0143428636837015,0.0,0.0,0.0,0.0
203,0.0,45.5,0.0,0.0,0.0,0.0,0.0,2.1071782966514356,0.0,1.0,0.0,0.0
204,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
205,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.439080837582583,1.0,0.0,0.0,0.0
206,0.0,32.0,0.0,0.0,1.0,1.0,0.0,2.8243506567983707,0.0,0.0,0.0,0.0
207,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.9850504252071306,0.0,1.0,0.0,0.0
208,1.0,16.0,0.0,0.0,0.0,0.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
209,0.0,40.0,1.0,0.0,0.0,0.0,0.0,3.4657359027997265,1.0,1.0,0.0,0.0
210,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.085672091430472,0.0,0.0,0.0,0.0
211,1.0,35.0,0.0,1.0,0.0,0.0,0.0,3.091042453358316,0.0,0.0,0.0,0.0
212,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
213,0.0,30.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
214,0.0,25.5,0.0,0.0,1.0,1.0,0.0,2.169053700369523,0.0,0.0,1.0,0.0
215,1.0,31.0,1.0,0.0,1.0,1.0,0.0,4.738607824217808,1.0,1.0,0.0,0.0
216,1.0,27.0,0.0,0.0,0.0,0.0,0.0,2.188856327665703,0.0,0.0,0.0,0.0
217,0.0,42.0,0.0,1.0,1.0,1.0,0.0,3.332204510175204,0.0,0.0,0.0,0.0
218,1.0,32.0,1.0,0.0,0.0,0.0,0.0,4.347586575960343,1.0,1.0,0.0,0.0
219,0.0,30.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
220,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
221,0.0,27.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
222,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2.2027647577118348,0.0,0.0,0.0,0.0
223,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1855792552411137,0.0,0.0,0.0,0.0
224,0.0,38.0,1.0,0.0,1.0,1.0,0.0,4.51085950651685,1.0,0.0,0.0,0.0
225,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.336986519711378,0.0,0.0,0.0,0.0
226,0.0,19.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
227,0.0,20.5,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
228,0.0,18.0,0.0,1.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0
229,1.0,24.0,0.0,0.0,4.0,0.0,1.0,3.275887339030031,0.0,0.0,0.0,0.0
230,1.0,35.0,1.0,0.0,1.0,1.0,0.0,4.436455632600354,1.0,0.0,0.0,0.0
231,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.1719067693519296,0.0,0.0,0.0,0.0
232,0.0,59.0,0.0,1.0,0.0,0.0,0.0,2.6741486494265287,0.0,0.0,0.0,0.0
233,1.0,5.0,0.0,0.0,6.0,0.0,1.0,3.4777725458882283,0.0,0.0,0.0,0.0
234,0.0,24.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
235,1.0,23.5,0.0,0.0,0.0,0.0,0.0,2.145931282948669,0.0,0.0,0.0,0.0
236,0.0,44.0,0.0,1.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
237,1.0,8.0,0.0,1.0,2.0,0.0,1.0,3.305053521109253,0.0,0.0,0.0,0.0
238,0.0,19.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
239,0.0,33.0,0.0,1.0,0.0,0.0,0.0,2.5858825671280026,0.0,0.0,0.0,0.0
240,1.0,18.0,0.0,0.0,1.0,1.0,0.0,2.737880811060884,0.0,1.0,0.0,0.0
241,1.0,18.0,0.0,0.0,1.0,1.0,0.0,2.803360380906535,0.0,0.0,1.0,0.0
242,0.0,29.0,0.0,1.0,0.0,0.0,0.0,2.4423470353692043,0.0,0.0,0.0,0.0
243,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.094945728215801,0.0,0.0,0.0,0.0
244,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.1071782966514356,0.0,1.0,0.0,0.0
245,0.0,44.0,1.0,0.0,2.0,0.0,1.0,4.51085950651685,1.0,0.0,1.0,0.0
246,1.0,25.0,0.0,0.0,0.0,0.0,0.0,2.1719067693519296,0.0,0.0,0.0,0.0
247,1.0,24.0,0.0,1.0,2.0,0.0,1.0,2.740840023925201,0.0,0.0,0.0,0.0
248,0.0,37.0,1.0,0.0,2.0,0.0,1.0,3.980694225190728,1.0,0.0,0.0,0.0
249,0.0,54.0,0.0,1.0,1.0,1.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0
250,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.1102132003465894,0.0,0.0,0.0,0.0
251,1.0,29.0,0.0,0.0,2.0,0.0,1.0,2.439080837582583,1.0,0.0,0.0,0.0
252,0.0,62.0,1.0,0.0,0.0,0.0,0.0,3.3160025355989236,1.0,0.0,0.0,0.0
